# iso.me Combined Export
# Generated: 2026-04-30T23:35:26.427Z

# VISITS (3)
arrived_at,departed_at,duration_minutes,latitude,longitude,location_name,address,notes
2026-04-30T14:06:31.000Z,,,18.327441417052285,-67.22082628555923,Puerto Rico,"Carretera el Coqui, Rincón, PR, 00677",
2026-04-30T12:34:53.000Z,,,18.320335365484127,-67.24054450543272,Puerto Rico,"PR-115, Rincón, PR, 00677",
2026-04-30T12:34:53.000Z,2026-04-30T13:59:12.999Z,84.3,18.32001149291567,-67.2405893374093,Puerto Rico,"PR-115, Rincón, PR, 00677",

# LOCATION POINTS (1591)
timestamp,timestamp_unix,latitude,longitude,altitude,speed,horizontal_accuracy,is_outlier
2026-04-30T13:59:36.000Z,1777557576.000,18.317954682878558,-67.23563627930726,8.53,16.66,2.1667341995303118,false
2026-04-30T13:59:37.000Z,1777557577.000,18.3179058980251,-67.23547939574928,8.80,16.81,2.0880787252467976,false
2026-04-30T13:59:38.000Z,1777557578.000,18.31786735381857,-67.23532471083756,9.24,16.77,2.2247170046732054,false
2026-04-30T13:59:39.000Z,1777557579.000,18.31782460068596,-67.23517013750879,9.20,16.79,2.090954154192537,false
2026-04-30T13:59:40.000Z,1777557580.000,18.317783337372752,-67.23501766765717,9.70,16.65,2.0370773333646204,false
2026-04-30T13:59:41.000Z,1777557581.000,18.317739417669642,-67.2348660463927,10.26,16.50,2.0151128783060357,false
2026-04-30T13:59:42.000Z,1777557582.000,18.31769940904568,-67.23471947925971,9.99,16.14,2.006316941666709,false
2026-04-30T13:59:43.000Z,1777557583.000,18.317661668177696,-67.23457440617642,10.31,15.75,2.0026668507096232,false
2026-04-30T13:59:44.000Z,1777557584.000,18.317624102447766,-67.23442696163231,10.97,15.88,2.001139314217208,false
2026-04-30T13:59:45.000Z,1777557585.000,18.317587674976306,-67.23427776704634,11.50,16.05,2.259779395566406,false
2026-04-30T13:59:46.000Z,1777557586.000,18.317546073477505,-67.2341310317866,11.62,16.09,2.1105254219715013,false
2026-04-30T13:59:47.000Z,1777557587.000,18.317501726840586,-67.23398347271463,11.50,16.27,2.04683764380145,false
2026-04-30T13:59:48.000Z,1777557588.000,18.317454402694857,-67.23383619165706,11.17,16.45,2.019803169717348,false
2026-04-30T13:59:49.000Z,1777557589.000,18.317405316925242,-67.23368694576662,10.94,16.71,2.0082754624792147,false
2026-04-30T13:59:50.000Z,1777557590.000,18.317355053613998,-67.23353251701607,10.98,17.05,2.2099699195887292,false
2026-04-30T13:59:51.000Z,1777557591.000,18.317297919831002,-67.23338087010664,10.69,17.30,2.084978776225377,false
2026-04-30T13:59:52.000Z,1777557592.000,18.317235859453906,-67.23322541337116,11.55,17.65,2.1504631479107563,false
2026-04-30T13:59:53.000Z,1777557593.000,18.31717085404008,-67.23307050821911,11.76,17.75,2.113249014087208,false
2026-04-30T13:59:54.000Z,1777557594.000,18.317101502289372,-67.23292114477856,11.77,17.62,2.0440270999610064,false
2026-04-30T13:59:55.000Z,1777557595.000,18.31703221134224,-67.23276926420817,12.22,17.70,2.350746822157345,false
2026-04-30T13:59:56.000Z,1777557596.000,18.316962408114726,-67.23261603957594,12.73,17.77,2.134725278787944,false
2026-04-30T13:59:57.000Z,1777557597.000,18.31689356649403,-67.23246433873403,13.07,17.70,2.051885931184299,false
2026-04-30T13:59:58.000Z,1777557598.000,18.316816835546955,-67.23230907944097,13.25,18.04,2.9998938641239112,false
2026-04-30T13:59:59.000Z,1777557599.000,18.316741858692595,-67.23215459744316,12.75,18.09,2.5990205988170394,false
2026-04-30T14:00:00.000Z,1777557600.000,18.31666985281684,-67.23200193171,12.58,18.10,2.227925951053442,false
2026-04-30T14:00:01.000Z,1777557601.000,18.316594931151357,-67.23185156656395,12.45,18.07,2.285926359703353,false
2026-04-30T14:00:02.000Z,1777557602.000,18.31652426348155,-67.23170100907497,12.35,17.98,2.1376685580881447,false
2026-04-30T14:00:03.000Z,1777557603.000,18.316453198522215,-67.23154734415267,12.16,17.93,2.2524087668405617,false
2026-04-30T14:00:04.000Z,1777557604.000,18.316384520910816,-67.23139635172731,12.22,17.60,2.096480709723119,false
2026-04-30T14:00:05.000Z,1777557605.000,18.316316119027395,-67.23124377342226,12.04,17.62,2.0371220821079015,false
2026-04-30T14:00:06.000Z,1777557606.000,18.316252347980758,-67.23109552880229,11.73,17.28,2.0992059388689692,false
2026-04-30T14:00:07.000Z,1777557607.000,18.316188996983204,-67.23094835850999,11.84,17.04,2.039415915169497,false
2026-04-30T14:00:08.000Z,1777557608.000,18.316128863848927,-67.23080135853564,12.09,16.76,2.0158044295228628,false
2026-04-30T14:00:09.000Z,1777557609.000,18.316069250796733,-67.23064992077434,11.77,17.16,2.0063796881867857,false
2026-04-30T14:00:10.000Z,1777557610.000,18.316007981375314,-67.23050191654477,11.82,17.19,2.5344316252550203,false
2026-04-30T14:00:11.000Z,1777557611.000,18.315950508804516,-67.23035235597534,11.75,17.01,2.6579951890865234,false
2026-04-30T14:00:12.000Z,1777557612.000,18.31588902995149,-67.23020471711129,11.67,17.10,2.2668409551533886,false
2026-04-30T14:00:13.000Z,1777557613.000,18.315831104420507,-67.23005896904546,11.78,16.92,2.109031370067231,false
2026-04-30T14:00:14.000Z,1777557614.000,18.31577052587934,-67.22991744461069,11.65,16.51,2.044818637687482,false
2026-04-30T14:00:15.000Z,1777557615.000,18.315706806218994,-67.22977839009569,11.85,16.16,2.018552776620221,false
2026-04-30T14:00:16.000Z,1777557616.000,18.315649996344955,-67.22964049362453,12.00,15.90,2.007867030548185,false
2026-04-30T14:00:17.000Z,1777557617.000,18.315598311234666,-67.22950139589484,11.86,15.60,2.003367290944564,false
2026-04-30T14:00:18.000Z,1777557618.000,18.315550025992337,-67.22937128733666,12.03,15.27,2.036469110838162,false
2026-04-30T14:00:19.000Z,1777557619.000,18.31550435592141,-67.22924497971172,12.18,15.13,2.016910298293675,false
2026-04-30T14:00:20.000Z,1777557620.000,18.315459269743688,-67.22910683358069,11.95,15.42,2.007600509224712,false
2026-04-30T14:00:21.000Z,1777557621.000,18.315409037617968,-67.22896965151185,11.97,15.26,2.0033404891658417,false
2026-04-30T14:00:22.000Z,1777557622.000,18.315360887535277,-67.22882968540787,12.03,15.44,2.0014593638886073,false
2026-04-30T14:00:23.000Z,1777557623.000,18.31531376339601,-67.22869320961614,11.93,15.30,2.000645949078543,false
2026-04-30T14:00:24.000Z,1777557624.000,18.315269190918226,-67.22855978659634,11.95,15.01,2.029527421037447,false
2026-04-30T14:00:25.000Z,1777557625.000,18.31522541449394,-67.2284241151349,11.87,14.85,2.0131405723650135,false
2026-04-30T14:00:26.000Z,1777557626.000,18.31517996829207,-67.22829400594786,11.73,14.89,2.51236243232099,false
2026-04-30T14:00:27.000Z,1777557627.000,18.31513268229657,-67.22816008365325,11.88,15.02,2.232880373199199,false
2026-04-30T14:00:28.000Z,1777557628.000,18.315082601541267,-67.22802471066926,11.89,15.22,2.1615812651929702,false
2026-04-30T14:00:29.000Z,1777557629.000,18.315037979211795,-67.22789071886817,11.95,15.19,2.315839543588922,false
2026-04-30T14:00:30.000Z,1777557630.000,18.314993381002445,-67.2277589900047,12.06,14.83,2.142064917781434,false
2026-04-30T14:00:31.000Z,1777557631.000,18.314949268284753,-67.22762575072204,12.26,14.78,2.0643529522521993,false
